Project_ID,Area_Type,Built_Up_Area_sqft,Floors,Wall_Thickness_inches,Roof_Type,Soil_Type,Paint_Type,Flooring,Construction_Quality,Cement_Required_bags,Sand_Required_m3,Aggregate_Required_m3,Steel_Required_kg,Bricks_Required_units,Paint_Required_litres,Total_Material_Cost_INR,Labour_Cost_INR,Total_Construction_Cost_INR
P0989,Urban,1694,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,708,46.7,30.3,6046,15425,739,6576772,4903812,11480584
P0990,Urban,1116,1,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,485,30.1,19.8,4524,10338,464,2679285,1780155,4459440
P0991,Urban,1108,1,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,496,27.5,18.8,4315,9803,428,2875755,2085523,4961278
P0992,Rural,1191,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,532,33.0,19.9,4930,10799,562,4403561,2964606,7368167
P0993,Urban,1495,1,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Italian Marble,Premium,609,41.8,27.9,6657,12450,572,7865219,5950652,13815871
P0994,Urban,1206,2,6.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,466,29.9,20.7,5249,11156,537,4766782,2957601,7724383
P0995,Rural,1433,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,584,37.7,26.4,6396,12080,620,4562233,3091161,7653394
P0996,Rural,1679,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,659,40.2,25.6,7472,15383,792,6442723,4563196,11005919
P0997,Rural,1131,1,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,458,25.0,22.4,4428,10832,420,2729180,1754137,4483317
P0998,Semi-Urban,1719,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Imported Vitrified Tiles,Premium,696,39.3,28.6,6068,13823,703,8369931,5207454,13577385
P0999,Semi-Urban,959,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Mosaic,Basic,406,25.4,16.9,3949,8428,449,2653162,1858280,4511442
P1000,Semi-Urban,1231,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,470,30.0,24.2,5079,10054,594,4390953,3230476,7621429
